,QuestionId,AcceptedAnswerUserId,AnswerCreationDate,UsersSorted,UsersJaccard
10053,679228.0,10809.0,2014-02-17 07:58:09.090,"[10809.0, 4992.0, 53208.0, 23464.0, 145225.0]","{4992.0: 0.018518518518518517, 10809.0: 0.015873015873015872, 23464.0: 1.0, 53208.0: 0.015625, 145225.0: 1.0}"
10054,679428.0,118300.0,2014-02-17 12:53:58.923,"[118300.0, 22885.0, 51820.0, 103677.0, 207624.0]","{207624.0: 0.66666666666666663, 51820.0: 1.0, 118300.0: 0.054054054054054057, 22885.0: 1.0, 103677.0: 1.0}"
10055,679509.0,9003.0,2014-02-17 14:01:13.283,"[9003.0, 47912.0, 62967.0, 104919.0, 589.0]","{47912.0: 0.33333333333333331, 9003.0: 0.012779552715654952, 589.0: 0.011461318051575931, 104919.0: 0.036036036036036036, 62967.0: 0.014285714285714285}"
10056,679558.0,62967.0,2014-02-17 15:30:57.133,"[62967.0, 18880.0, 112884.0, 113592.0, 76609.0]","{18880.0: 0.0028089887640449437, 113592.0: 0.02564102564102564, 112884.0: 0.0033333333333333335, 76609.0: 1.0, 62967.0: 0.0035714285714285713}"
10057,679673.0,105577.0,2014-02-17 16:45:20.430,"[105577.0, 9003.0, 33337.0, 74251.0, 67552.0]","{74251.0: 1.0, 105577.0: 0.020833333333333332, 9003.0: 0.0031948881789137379, 67552.0: 1.0, 33337.0: 0.0038610038610038611}"
10058,679790.0,23304.0,2014-02-17 18:17:40.570,"[23304.0, 6179.0, 26306.0, 98912.0, 141873.0]","{23304.0: 0.0075187969924812026, 98912.0: 1.0, 26306.0: 0.0041666666666666666, 6179.0: 0.0024096385542168677, 141873.0: 1.0}"
10059,679848.0,126067.0,2014-02-17 19:02:28.010,"[126067.0, 85969.0, 113214.0, 219694.0, 171790.0]","{85969.0: 0.031914893617021274, 171790.0: 0.66666666666666663, 126067.0: 0.25, 219694.0: 0.75, 113214.0: 0.013824884792626729}"
10060,620775.0,16033.0,2014-02-17 19:40:21.013,"[16033.0, 84413.0, 10594.0, 161479.0, 61666.0]","{16033.0: 0.035714285714285712, 10594.0: 0.66666666666666663, 61666.0: 0.66666666666666663, 84413.0: 0.011494252873563218, 161479.0: 0.66666666666666663}"
10061,677240.0,13854.0,2014-02-17 21:02:36.890,"[13854.0, 80469.0, 57021.0, 37464.0, 12048.0]","{37464.0: 0.66666666666666663, 12048.0: 0.59999999999999998, 80469.0: 0.045871559633027525, 13854.0: 0.012500000000000001, 57021.0: 0.016722408026755852}"
10062,680119.0,31228.0,2014-02-17 23:00:22.793,"[31228.0, 129627.0, 26651.0, 16497.0, 202732.0]","{26651.0: 0.023076923076923078, 16497.0: 0.015306122448979591, 129627.0: 0.17647058823529413, 31228.0: 0.012500000000000001, 202732.0: 0.66666666666666663}"
10063,680062.0,752.0,2014-02-17 23:24:11.840,"[752.0, 57021.0, 85343.0, 34369.0, 167970.0]","{752.0: 0.013888888888888888, 34369.0: 1.0, 167970.0: 1.0, 57021.0: 0.006688963210702341, 85343.0: 0.0073529411764705881}"
10064,679744.0,35151.0,2014-02-17 23:38:05.877,"[35151.0, 26306.0, 124068.0, 129796.0, 209062.0]","{129796.0: 0.75, 26306.0: 0.012500000000000001, 124068.0: 0.21428571428571427, 209062.0: 0.66666666666666663, 35151.0: 0.024390243902439025}"
10065,680177.0,4992.0,2014-02-17 23:57:16.267,"[4992.0, 60524.0, 84164.0, 90624.0, 66380.0]","{4992.0: 0.018518518518518517, 84164.0: 0.021276595744680851, 60524.0: 0.0090090090090090089, 90624.0: 1.0, 66380.0: 1.0}"
10066,680256.0,67036.0,2014-02-18 01:25:20.003,"[67036.0, 4992.0, 103274.0, 148352.0, 222754.0]","{4992.0: 0.037037037037037035, 148352.0: 0.5, 103274.0: 0.033898305084745763, 67036.0: 0.030303030303030304, 222754.0: 0.5}"
10067,680291.0,99745.0,2014-02-18 01:59:04.160,"[99745.0, 6312.0, 33907.0, 60291.0, 27429.0]","{6312.0: 0.0020242914979757085, 99745.0: 0.0084033613445378148, 33907.0: 0.0042194092827004216, 60291.0: 1.0, 27429.0: 1.0}"
10068,677852.0,82404.0,2014-02-18 07:34:16.477,"[82404.0, 116930.0, 35180.0, 180640.0, 139621.0]","{180640.0: 1.0, 35180.0: 0.1111111111111111, 116930.0: 0.16666666666666666, 82404.0: 0.0034246575342465752, 139621.0: 1.0}"
10069,680807.0,31254.0,2014-02-18 12:53:36.300,"[31254.0, 108283.0, 3196.0, 57095.0, 221430.0]","{108283.0: 0.40000000000000002, 3196.0: 0.018518518518518517, 221430.0: 0.5, 31254.0: 0.0056497175141242938, 57095.0: 0.66666666666666663}"
10070,681358.0,16340.0,2014-02-18 22:09:31.133,"[16340.0, 44389.0, 86880.0, 212675.0, 120136.0]","{86880.0: 0.66666666666666663, 120136.0: 0.66666666666666663, 212675.0: 0.66666666666666663, 16340.0: 0.025862068965517241, 44389.0: 0.019108280254777069}"
10071,681445.0,83702.0,2014-02-18 23:17:08.887,"[83702.0, 43798.0, 201414.0, 171625.0, 140077.0]","{201414.0: 1.0, 171625.0: 1.0, 43798.0: 0.018181818181818181, 83702.0: 0.0053763440860215058, 140077.0: 1.0}"
10072,681619.0,59379.0,2014-02-19 03:19:58.050,"[59379.0, 82404.0, 129017.0, 137223.0, 84007.0]","{84007.0: 0.59999999999999998, 129017.0: 0.057471264367816091, 59379.0: 0.018050541516245487, 82404.0: 0.017123287671232876, 137223.0: 0.59999999999999998}"
10073,681810.0,64206.0,2014-02-19 08:10:56.697,"[64206.0, 225569.0, 37138.0, 53764.0, 144337.0]","{225569.0: 1.0, 37138.0: 1.0, 53764.0: 0.66666666666666663, 64206.0: 0.027027027027027029, 144337.0: 0.66666666666666663}"
10074,681921.0,86801.0,2014-02-19 09:59:25.493,"[86801.0, 128037.0, 76609.0, 65573.0, 114703.0]","{86801.0: 0.0064516129032258064, 65573.0: 1.0, 114703.0: 1.0, 128037.0: 0.0061728395061728392, 76609.0: 1.0}"
10075,681994.0,66711.0,2014-02-19 11:29:26.973,"[66711.0, 17976.0, 2906.0, 134880.0, 41410.0]","{17976.0: 0.018181818181818181, 134880.0: 1.0, 2906.0: 0.0066225165562913907, 41410.0: 1.0, 66711.0: 0.017391304347826087}"
10076,681917.0,44389.0,2014-02-19 12:31:04.233,"[44389.0, 125746.0, 98199.0, 71972.0, 34071.0]","{125746.0: 0.074999999999999997, 34071.0: 0.66666666666666663, 71972.0: 0.66666666666666663, 44389.0: 0.019108280254777069, 98199.0: 0.011029411764705883}"
10077,682182.0,23611.0,2014-02-19 15:58:35.580,"[23611.0, 84067.0, 195329.0, 183650.0, 16504.0]","{16504.0: 0.66666666666666663, 195329.0: 0.66666666666666663, 84067.0: 0.025000000000000001, 23611.0: 0.024096385542168676, 183650.0: 0.66666666666666663}"
10078,682256.0,9003.0,2014-02-19 16:19:45.980,"[9003.0, 25554.0, 87023.0, 212000.0, 140452.0]","{212000.0: 1.0, 25554.0: 0.0068493150684931503, 9003.0: 0.0063897763578274758, 140452.0: 1.0, 87023.0: 0.011363636363636364}"
10079,682358.0,30402.0,2014-02-19 17:33:03.700,"[30402.0, 9176.0, 1551.0, 76609.0, 65573.0]","{9176.0: 0.0034602076124567475, 76609.0: 1.0, 30402.0: 0.0065789473684210523, 65573.0: 1.0, 1551.0: 0.0042918454935622317}"
10080,682525.0,31254.0,2014-02-19 19:51:51.277,"[31254.0, 129793.0, 129901.0, 82961.0, 57021.0]","{129793.0: 0.22222222222222221, 57021.0: 0.006688963210702341, 129901.0: 0.026666666666666668, 31254.0: 0.0056497175141242938, 82961.0: 0.011904761904761904}"
10081,682407.0,93935.0,2014-02-19 19:56:17.553,"[93935.0, 622.0, 182532.0, 96422.0, 88718.0]","{88718.0: 1.0, 182532.0: 1.0, 96422.0: 1.0, 622.0: 0.0080321285140562242, 93935.0: 0.012903225806451613}"
10082,682638.0,30222.0,2014-02-19 21:10:26.353,"[30222.0, 2838.0, 61030.0, 112884.0, 12848.0]","{12848.0: 0.0085470085470085479, 61030.0: 0.0098039215686274508, 112884.0: 0.0033333333333333335, 2838.0: 0.0060606060606060606, 30222.0: 0.0053475935828877002}"
10083,682578.0,14972.0,2014-02-19 21:29:24.930,"[14972.0, 29335.0, 86801.0, 212.0, 130144.0]","{130144.0: 0.2857142857142857, 86801.0: 0.012903225806451613, 14972.0: 0.0053050397877984082, 212.0: 1.0, 29335.0: 0.0066445182724252493}"
10084,682705.0,44389.0,2014-02-19 22:09:28.130,"[44389.0, 39174.0, 20228.0, 139082.0, 11363.0]","{139082.0: 1.0, 11363.0: 1.0, 20228.0: 1.0, 44389.0: 0.019108280254777069, 39174.0: 0.0053956834532374104}"
10085,682799.0,84038.0,2014-02-19 23:28:41.463,"[84038.0, 120596.0, 128848.0, 242.0, 35706.0]","{128848.0: 0.66666666666666663, 242.0: 0.0067567567567567571, 120596.0: 1.0, 35706.0: 0.046511627906976744, 84038.0: 0.035087719298245612}"
10086,682762.0,77151.0,2014-02-19 23:48:09.127,"[77151.0, 79741.0, 18993.0, 31228.0, 74695.0]","{18993.0: 0.044444444444444446, 74695.0: 0.070175438596491224, 31228.0: 0.016666666666666666, 79741.0: 0.056338028169014086, 77151.0: 0.041666666666666664}"
10087,682922.0,56960.0,2014-02-20 02:08:23.017,"[56960.0, 130118.0, 1827.0, 74362.0, 8646.0]","{56960.0: 0.027027027027027029, 74362.0: 0.050632911392405063, 1827.0: 0.0079840319361277438, 8646.0: 0.75, 130118.0: 1.0}"
10088,682945.0,109161.0,2014-02-20 02:50:25.947,"[109161.0, 60524.0, 119775.0, 98435.0, 229587.0]","{109161.0: 0.0088495575221238937, 98435.0: 1.0, 60524.0: 0.0090090090090090089, 229587.0: 1.0, 119775.0: 0.003472222222222222}"
10089,683226.0,4992.0,2014-02-20 07:27:38.187,"[4992.0, 26306.0, 37116.0, 52598.0, 12521.0]","{4992.0: 0.037037037037037035, 12521.0: 1.0, 26306.0: 0.0083333333333333332, 37116.0: 0.017857142857142856, 52598.0: 1.0}"
10090,683427.0,66096.0,2014-02-20 12:08:56.863,"[66096.0, 229587.0, 230257.0, 99596.0, 99597.0]","{66096.0: 0.012195121951219513, 230257.0: 1.0, 229587.0: 1.0, 99596.0: 1.0, 99597.0: 1.0}"
10091,683435.0,62967.0,2014-02-20 12:18:15.057,"[62967.0, 2906.0, 238465.0, 2436.0, 48727.0]","{238465.0: 0.66666666666666663, 2906.0: 0.0099337748344370865, 48727.0: 0.66666666666666663, 2436.0: 0.66666666666666663, 62967.0: 0.010714285714285714}"
10092,683472.0,66096.0,2014-02-20 12:33:57.410,"[66096.0, 647.0, 129167.0, 589.0, 4154.0]","{66096.0: 0.012195121951219513, 4154.0: 0.00390625, 129167.0: 0.027777777777777776, 589.0: 0.0028653295128939827, 647.0: 0.0059523809523809521}"
10093,683586.0,16033.0,2014-02-20 15:28:16.893,"[16033.0, 93448.0, 57021.0, 85343.0, 144005.0]","{93448.0: 0.0081967213114754103, 16033.0: 0.035714285714285712, 57021.0: 0.006688963210702341, 144005.0: 1.0, 85343.0: 0.0073529411764705881}"
10094,681153.0,96057.0,2014-02-20 16:08:48.527,"[96057.0, 71936.0, 111594.0, 129627.0, 95079.0]","{71936.0: 0.16666666666666666, 96057.0: 0.014925373134328358, 111594.0: 0.022222222222222223, 129627.0: 0.11764705882352941, 95079.0: 1.0}"
10095,683774.0,25554.0,2014-02-20 17:42:33.420,"[25554.0, 242.0, 97116.0, 160484.0, 193888.0]","{193888.0: 0.5, 160484.0: 0.66666666666666663, 25554.0: 0.0068493150684931503, 97116.0: 1.0, 242.0: 0.0067567567567567571}"
10096,683823.0,15381.0,2014-02-20 18:23:13.613,"[15381.0, 93184.0, 211586.0, 102432.0, 178668.0]","{93184.0: 1.0, 102432.0: 1.0, 211586.0: 1.0, 178668.0: 1.0, 15381.0: 0.010526315789473684}"
10097,683914.0,67746.0,2014-02-20 19:55:15.247,"[67746.0, 6312.0, 105577.0, 126258.0, 18250.0]","{6312.0: 0.004048582995951417, 105577.0: 0.041666666666666664, 67746.0: 0.016666666666666666, 18250.0: 1.0, 126258.0: 0.1111111111111111}"
10098,683891.0,10400.0,2014-02-20 20:55:15.103,"[10400.0, 232.0, 89638.0, 640.0, 22912.0]","{10400.0: 0.011661807580174927, 232.0: 0.0081632653061224497, 640.0: 0.042553191489361701, 89638.0: 1.0, 22912.0: 0.036363636363636362}"
10099,684036.0,25554.0,2014-02-20 21:41:40.457,"[25554.0, 86747.0, 48586.0, 77314.0, 1354.0]","{25554.0: 0.0034246575342465752, 86747.0: 0.0046728971962616819, 1354.0: 0.066666666666666666, 48586.0: 0.032258064516129031, 77314.0: 0.005263157894736842}"
10100,684078.0,16192.0,2014-02-20 22:14:47.083,"[16192.0, 57021.0, 60744.0, 169009.0, 98435.0]","{16192.0: 0.009433962264150943, 60744.0: 1.0, 98435.0: 0.5, 57021.0: 0.006688963210702341, 169009.0: 0.66666666666666663}"
10101,684132.0,73324.0,2014-02-20 23:09:09.660,"[73324.0, 118193.0, 16192.0, 74360.0, 2236.0]","{16192.0: 0.02358490566037736, 118193.0: 0.021276595744680851, 2236.0: 0.10638297872340426, 73324.0: 0.014925373134328358, 74360.0: 0.076923076923076927}"
10102,684248.0,11667.0,2014-02-21 00:54:31.380,"[11667.0, 104919.0, 93448.0, 138542.0, 65898.0]","{93448.0: 0.012295081967213115, 65898.0: 0.66666666666666663, 11667.0: 0.0068493150684931503, 138542.0: 0.66666666666666663, 104919.0: 0.027027027027027029}"
10103,681750.0,27109.0,2014-02-21 09:59:38.633,"[27109.0, 299.0, 124220.0, 149955.0, 161766.0]","{161766.0: 0.5, 299.0: 0.0080645161290322578, 124220.0: 0.023809523809523808, 27109.0: 0.15384615384615385, 149955.0: 0.5}"
10104,684864.0,21699.0,2014-02-21 14:22:57.260,"[21699.0, 83973.0, 70140.0, 193937.0, 230792.0]","{230792.0: 1.0, 193937.0: 1.0, 21699.0: 0.015384615384615385, 70140.0: 0.022222222222222223, 83973.0: 0.0060606060606060606}"
10105,685074.0,50527.0,2014-02-21 17:14:26.277,"[50527.0, 27978.0, 123491.0, 172292.0, 776.0]","{776.0: 0.5, 27978.0: 0.0055555555555555558, 123491.0: 0.5, 172292.0: 0.5, 50527.0: 0.034482758620689655}"
10106,685221.0,10809.0,2014-02-21 20:11:58.380,"[10809.0, 11667.0, 86846.0, 131350.0, 165.0]","{10809.0: 0.015873015873015872, 11667.0: 0.0022831050228310501, 131350.0: 1.0, 86846.0: 0.006993006993006993, 165.0: 1.0}"
10107,685251.0,91741.0,2014-02-21 21:22:28.503,"[91741.0, 26306.0, 7163.0, 220353.0, 24775.0]","{220353.0: 1.0, 26306.0: 0.0041666666666666666, 7163.0: 0.005208333333333333, 91741.0: 0.0075187969924812026, 24775.0: 1.0}"
10108,685295.0,8269.0,2014-02-21 21:44:01.043,"[8269.0, 34656.0, 134852.0, 101892.0, 131527.0]","{34656.0: 1.0, 101892.0: 1.0, 134852.0: 1.0, 8269.0: 0.0046948356807511738, 131527.0: 1.0}"
10109,685509.0,109161.0,2014-02-22 01:40:53.507,"[109161.0, 27978.0, 97045.0, 2236.0, 74400.0]","{74400.0: 1.0, 109161.0: 0.017699115044247787, 27978.0: 0.0055555555555555558, 2236.0: 0.042553191489361701, 97045.0: 0.0097087378640776691}"
10110,685642.0,81360.0,2014-02-22 04:49:26.503,"[81360.0, 6509.0, 117158.0, 337050.0, 76609.0]","{81360.0: 0.0027247956403269754, 76609.0: 1.0, 337050.0: 0, 6509.0: 0.0050505050505050509, 117158.0: 0.0049019607843137254}"
10111,685687.0,59304.0,2014-02-22 06:01:17.450,"[59304.0, 11123.0, 30988.0, 33337.0, 62967.0]","{59304.0: 0.014354066985645933, 33337.0: 0.011583011583011582, 11123.0: 0.013043478260869565, 30988.0: 0.050847457627118647, 62967.0: 0.010714285714285714}"
10112,685777.0,6312.0,2014-02-22 08:09:17.963,"[6312.0, 31254.0, 130125.0, 136578.0, 171300.0]","{6312.0: 0.0060728744939271256, 136578.0: 0.66666666666666663, 171300.0: 0.66666666666666663, 130125.0: 0.10000000000000001, 31254.0: 0.0084745762711864406}"
10113,686111.0,113214.0,2014-02-22 16:24:41.290,"[113214.0, 130191.0, 130433.0, 34656.0, 101892.0]","{34656.0: 0.66666666666666663, 130433.0: 1.0, 101892.0: 0.66666666666666663, 113214.0: 0.013824884792626729, 130191.0: 0.10000000000000001}"
10114,686124.0,264.0,2014-02-22 16:50:21.183,"[264.0, 127234.0, 11667.0, 33477.0, 33916.0]","{264.0: 0.0034602076124567475, 127234.0: 0.014492753623188406, 11667.0: 0.0022831050228310501, 33916.0: 1.0, 33477.0: 1.0}"
10115,686167.0,11667.0,2014-02-22 17:15:45.827,"[11667.0, 66096.0, 124957.0, 67071.0, 98912.0]","{66096.0: 0.024390243902439025, 98912.0: 0.5, 11667.0: 0.0045662100456621002, 124957.0: 0.030769230769230771, 67071.0: 0.010101010101010102}"
10116,686289.0,129017.0,2014-02-22 19:35:34.207,"[129017.0, 115115.0, 130776.0, 23457.0, 118883.0]","{130776.0: 0.037735849056603772, 129017.0: 0.022988505747126436, 115115.0: 0.0075471698113207548, 118883.0: 1.0, 23457.0: 1.0}"
10117,686286.0,57021.0,2014-02-22 19:43:01.927,"[57021.0, 127293.0, 115115.0, 171784.0, 172292.0]","{171784.0: 0.66666666666666663, 115115.0: 0.0075471698113207548, 172292.0: 0.5, 57021.0: 0.006688963210702341, 127293.0: 0.05128205128205128}"
10118,686303.0,2906.0,2014-02-22 20:10:49.590,"[2906.0, 130322.0, 118796.0, 86418.0, 117158.0]","{2906.0: 0.0033112582781456954, 118796.0: 1.0, 130322.0: 0.022727272727272728, 86418.0: 0.0045871559633027525, 117158.0: 0.0049019607843137254}"
10119,686400.0,10014.0,2014-02-22 21:19:55.033,"[10014.0, 583.0, 12623.0, 251302.0, 223597.0]","{223597.0: 0.060606060606060608, 12623.0: 0.030769230769230771, 251302.0: 0, 10014.0: 0.010526315789473684, 583.0: 0.012903225806451613}"
10120,686487.0,30836.0,2014-02-22 23:14:23.090,"[30836.0, 117102.0, 12848.0, 6312.0, 129017.0]","{12848.0: 0.0085470085470085479, 6312.0: 0.0020242914979757085, 30836.0: 0.0065789473684210523, 117102.0: 0.076923076923076927, 129017.0: 0.011494252873563218}"
10121,686791.0,58320.0,2014-02-23 07:04:50.460,"[58320.0, 10704.0, 47560.0, 26767.0, 90624.0]","{58320.0: 0.0065789473684210523, 10704.0: 0.0042918454935622317, 47560.0: 0.0070921985815602835, 90624.0: 1.0, 26767.0: 0.013513513513513514}"
10122,686862.0,6179.0,2014-02-23 07:54:49.683,"[6179.0, 27978.0, 26767.0, 7327.0, 98912.0]","{98912.0: 1.0, 27978.0: 0.0027777777777777779, 6179.0: 0.0024096385542168677, 7327.0: 0.006369426751592357, 26767.0: 0.013513513513513514}"
10123,686572.0,64460.0,2014-02-23 08:13:32.373,"[64460.0, 82404.0, 113214.0, 98186.0, 98791.0]","{82404.0: 0.010273972602739725, 98186.0: 0, 64460.0: 0.096774193548387094, 113214.0: 0.013824884792626729, 98791.0: 1.0}"
10124,687037.0,77151.0,2014-02-23 12:00:48.377,"[77151.0, 82404.0, 81790.0, 36224.0, 36068.0]","{36224.0: 1.0, 36068.0: 1.0, 82404.0: 0.0034246575342465752, 81790.0: 0.0037735849056603774, 77151.0: 0.010416666666666666}"
10125,687173.0,39174.0,2014-02-23 14:53:54.600,"[39174.0, 23431.0, 130322.0, 7234.0, 15100.0]","{130322.0: 0.045454545454545456, 15100.0: 1.0, 7234.0: 1.0, 39174.0: 0.0035971223021582736, 23431.0: 0.029411764705882353}"
10126,687220.0,73324.0,2014-02-23 15:19:01.280,"[73324.0, 72694.0, 299.0, 21699.0, 1878.0]","{299.0: 0.012096774193548387, 73324.0: 0.0089552238805970154, 21699.0: 0.046153846153846156, 72694.0: 0.014084507042253521, 1878.0: 0.14999999999999999}"
10127,687337.0,26188.0,2014-02-23 17:30:59.363,"[26188.0, 14972.0, 22551.0, 72616.0, 32955.0]","{72616.0: 0.10000000000000001, 14972.0: 0.0053050397877984082, 32955.0: 0.057142857142857141, 26188.0: 0.010362694300518135, 22551.0: 0.010471204188481676}"
10128,687975.0,86846.0,2014-02-24 02:16:26.840,"[86846.0, 13854.0, 8508.0, 119775.0, 101504.0]","{101504.0: 0.00390625, 8508.0: 0.001697792869269949, 13854.0: 0.0025000000000000001, 86846.0: 0.006993006993006993, 119775.0: 0.003472222222222222}"
10129,687976.0,123734.0,2014-02-24 02:35:18.870,"[123734.0, 128766.0, 26188.0, 11363.0, 20228.0]","{20228.0: 1.0, 11363.0: 1.0, 26188.0: 0.015544041450777202, 128766.0: 0.23076923076923078, 123734.0: 0.29999999999999999}"
10130,688305.0,112884.0,2014-02-24 09:21:56.770,"[112884.0, 83337.0, 23174.0, 86801.0, 128470.0]","{83337.0: 0.039603960396039604, 112884.0: 0.013333333333333334, 128470.0: 0.30769230769230771, 23174.0: 0.16666666666666666, 86801.0: 0.025806451612903226}"
10131,688339.0,127052.0,2014-02-24 10:05:30.583,"[127052.0, 49685.0, 92730.0, 218436.0, 140904.0]","{140904.0: 0.75, 218436.0: 0.75, 92730.0: 0.036363636363636362, 127052.0: 0.067796610169491525, 49685.0: 0.076923076923076927}"
10132,688432.0,1303.0,2014-02-24 12:33:05.037,"[1303.0, 66096.0, 58320.0, 44121.0, 100335.0]","{66096.0: 0.024390243902439025, 58320.0: 0.013157894736842105, 100335.0: 1.0, 44121.0: 0.0057471264367816091, 1303.0: 0.0050000000000000001}"
10133,688723.0,16599.0,2014-02-24 16:51:14.437,"[16599.0, 19542.0, 14972.0, 65548.0, 9602.0]","{65548.0: 0.071428571428571425, 9602.0: 0.012048192771084338, 14972.0: 0.0053050397877984082, 19542.0: 0.010810810810810811, 16599.0: 0.20000000000000001}"
10134,688748.0,125030.0,2014-02-24 17:16:45.177,"[125030.0, 108129.0, 21699.0, 132610.0, 67462.0]","{108129.0: 0.013513513513513514, 132610.0: 1.0, 21699.0: 0.030769230769230771, 67462.0: 1.0, 125030.0: 1.0}"
10135,688782.0,6312.0,2014-02-24 17:37:08.330,"[6312.0, 99745.0, 22551.0, 98912.0, 451.0]","{6312.0: 0.0020242914979757085, 99745.0: 0.0084033613445378148, 451.0: 1.0, 98912.0: 1.0, 22551.0: 0.005235602094240838}"
10136,688832.0,15870.0,2014-02-24 18:21:51.953,"[15870.0, 108129.0, 7012.0, 53964.0, 24463.0]","{108129.0: 0.020270270270270271, 24463.0: 0.66666666666666663, 7012.0: 0.020547945205479451, 15870.0: 0.049180327868852458, 53964.0: 0.66666666666666663}"
10137,688894.0,130512.0,2014-02-24 19:17:26.717,"[130512.0, 18993.0, 129017.0, 198978.0, 191016.0]","{130512.0: 0.0625, 18993.0: 0.011111111111111112, 198978.0: 1.0, 191016.0: 1.0, 129017.0: 0.011494252873563218}"
10138,688914.0,44389.0,2014-02-24 19:33:22.407,"[44389.0, 87019.0, 130512.0, 102213.0, 225731.0]","{130512.0: 0.125, 87019.0: 0.090909090909090912, 44389.0: 0.012738853503184714, 225731.0: 1.0, 102213.0: 0.40000000000000002}"
10139,687272.0,119166.0,2014-02-24 22:09:28.453,"[119166.0, 1827.0, 42326.0, 73413.0, 5703.0]","{5703.0: 1.0, 1827.0: 0.0039920159680638719, 42326.0: 1.0, 119166.0: 0.035087719298245612, 73413.0: 1.0}"
10140,689141.0,131245.0,2014-02-24 22:59:23.277,"[131245.0, 131350.0, 165.0, 160137.0, 244144.0]","{244144.0: 1.0, 160137.0: 1.0, 131245.0: 0.066666666666666666, 131350.0: 1.0, 165.0: 1.0}"
10141,689315.0,93448.0,2014-02-25 06:02:41.667,"[93448.0, 55051.0, 117818.0, 87392.0, 122489.0]","{93448.0: 0.0040983606557377051, 87392.0: 0.022222222222222223, 117818.0: 0.011904761904761904, 55051.0: 0.0065789473684210523, 122489.0: 0.01020408163265306}"
10142,689680.0,29059.0,2014-02-25 11:03:44.433,"[29059.0, 77181.0, 132676.0, 11888.0, 147370.0]","{11888.0: 0.019801980198019802, 147370.0: 1.0, 29059.0: 0.010362694300518135, 132676.0: 1.0, 77181.0: 0.023529411764705882}"
10143,689665.0,93616.0,2014-02-25 12:01:26.823,"[93616.0, 35416.0, 16517.0, 32872.0, 49417.0]","{93616.0: 0.041666666666666664, 35416.0: 0.0049019607843137254, 16517.0: 1.0, 32872.0: 1.0, 49417.0: 1.0}"
10144,689734.0,42339.0,2014-02-25 14:18:43.430,"[42339.0, 29672.0, 27496.0, 113214.0, 147701.0]","{29672.0: 0.0069444444444444441, 27496.0: 0.007462686567164179, 42339.0: 0.0072992700729927005, 147701.0: 1.0, 113214.0: 0.004608294930875576}"
10145,689924.0,6312.0,2014-02-25 15:18:45.910,"[6312.0, 129224.0, 33337.0, 106352.0, 139618.0]","{6312.0: 0.004048582995951417, 129224.0: 0.5, 139618.0: 0.66666666666666663, 106352.0: 1.0, 33337.0: 0.0077220077220077222}"
10146,689884.0,28900.0,2014-02-25 15:32:19.253,"[28900.0, 242.0, 65568.0, 123008.0, 221443.0]","{65568.0: 1.0, 123008.0: 1.0, 242.0: 0.0033783783783783786, 221443.0: 1.0, 28900.0: 0.0031545741324921135}"
10147,690024.0,38495.0,2014-02-25 16:52:55.600,"[38495.0, 220788.0, 124256.0, 25953.0, 140419.0]","{124256.0: 1.0, 25953.0: 1.0, 140419.0: 1.0, 220788.0: 1.0, 38495.0: 0.0051813471502590676}"
10148,690060.0,84882.0,2014-02-25 17:06:22.203,"[84882.0, 127052.0, 21361.0, 203073.0, 109989.0]","{21361.0: 0.0059523809523809521, 84882.0: 0.015625, 127052.0: 0.016949152542372881, 109989.0: 1.0, 203073.0: 1.0}"
10149,690076.0,57021.0,2014-02-25 17:20:39.840,"[57021.0, 114503.0, 85343.0, 3035.0, 23510.0]","{23510.0: 0.59999999999999998, 85343.0: 0.014705882352941176, 57021.0: 0.013377926421404682, 3035.0: 0.023668639053254437, 114503.0: 0.095238095238095233}"
10150,690569.0,56960.0,2014-02-26 01:57:27.937,"[56960.0, 131542.0, 60953.0, 60129.0, 213667.0]","{56960.0: 0.0067567567567567571, 60953.0: 0.040000000000000001, 213667.0: 1.0, 131542.0: 1.0, 60129.0: 1.0}"
10151,690644.0,125746.0,2014-02-26 03:57:50.040,"[125746.0, 115030.0, 44121.0, 118193.0, 109899.0]","{44121.0: 0.0028735632183908046, 125746.0: 0.025000000000000001, 109899.0: 0.022727272727272728, 115030.0: 0.023809523809523808, 118193.0: 0.0042553191489361703}"
10152,690844.0,35665.0,2014-02-26 06:42:47.883,"[35665.0, 108405.0, 30953.0, 125194.0, 180694.0]","{35665.0: 0.023809523809523808, 125194.0: 0.047619047619047616, 108405.0: 0.040000000000000001, 180694.0: 1.0, 30953.0: 0.0037037037037037038}"
10153,691257.0,74013.0,2014-02-26 15:03:33.347,"[74013.0, 117040.0, 86801.0, 117920.0, 142310.0]","{117040.0: 0.0081967213114754103, 86801.0: 0.0064516129032258064, 117920.0: 1.0, 74013.0: 0.011627906976744186, 142310.0: 1.0}"
10154,691337.0,18398.0,2014-02-26 15:55:36.280,"[18398.0, 131645.0, 207437.0, 226807.0, 136447.0]","{136447.0: 1.0, 226807.0: 1.0, 131645.0: 0.096774193548387094, 18398.0: 0.029126213592233011, 207437.0: 1.0}"
10155,691431.0,26651.0,2014-02-26 17:36:55.703,"[26651.0, 688.0, 57021.0, 190016.0, 127522.0]","{688.0: 0.011627906976744186, 190016.0: 0.5, 127522.0: 0.5, 26651.0: 0.015384615384615385, 57021.0: 0.006688963210702341}"
