QuestionId,AcceptedAnswerUserId,AnswerCreationDate,UsersSorted,UsersJaccard
59316.0,5477.0,2013-03-29 05:11:20.243,"[5477.0, 399.0, 44855.0, 47418.0, 74049.0]","{74049.0: 0.5, 47418.0: 1.0, 44855.0: 1.0, 5477.0: 0.0084745762711864406, 399.0: 0.019047619047619049}"
59448.0,1492.0,2013-03-30 04:45:03.207,"[1492.0, 6389.0, 17198.0, 18685.0, 76487.0]","{76487.0: 1.0, 1492.0: 0.0020920502092050207, 6389.0: 0.0054945054945054949, 17198.0: 0.016129032258064516, 18685.0: 0.0070422535211267607}"
59469.0,1325.0,2013-03-30 08:11:47.727,"[1325.0, 21169.0, 22131.0, 43351.0, 4552.0]","{4552.0: 0.0089020771513353119, 21169.0: 0.25, 22131.0: 0.13636363636363635, 1325.0: 0.0053763440860215058, 43351.0: 0.011235955056179775}"
59452.0,16660.0,2013-03-30 11:46:45.297,"[16660.0, 6068.0, 22131.0, 11062.0, 65664.0]","{65664.0: 1.0, 6068.0: 0.1111111111111111, 22131.0: 0.090909090909090912, 16660.0: 0.016666666666666666, 11062.0: 0.01015228426395939}"
59502.0,1325.0,2013-03-30 16:53:16.150,"[1325.0, 11062.0, 38503.0, 50606.0, 50517.0]","{50517.0: 0.59999999999999998, 50606.0: 0.59999999999999998, 1325.0: 0.0071684587813620072, 11062.0: 0.02030456852791878, 38503.0: 0.75}"
59513.0,4646.0,2013-03-31 02:37:05.623,"[4646.0, 8609.0, 5646.0, 22494.0, 26553.0]","{22494.0: 0.010869565217391304, 8609.0: 0.022988505747126436, 5646.0: 0.027397260273972601, 4646.0: 0.030303030303030304, 26553.0: 1.0}"
59710.0,17609.0,2013-04-01 20:18:31.510,"[17609.0, 6982.0, 5063.0, 6176.0, 46465.0]","{6176.0: 1.0, 17609.0: 0.0090090090090090089, 46465.0: 1.0, 6982.0: 0.0090909090909090905, 5063.0: 0.043478260869565216}"
53110.0,91.0,2013-04-02 07:47:04.693,"[91.0, 22642.0, 12563.0, 28225.0, 79349.0]","{12563.0: 0.032258064516129031, 28225.0: 0.5, 22642.0: 1.0, 91.0: 0.023809523809523808, 79349.0: 0.5}"
59974.0,6068.0,2013-04-04 03:03:43.617,"[6068.0, 116153.0, 59520.0, 36543.0, 21232.0]","{59520.0: 1.0, 116153.0: 0, 6068.0: 0.27777777777777779, 21232.0: 0.80000000000000004, 36543.0: 1.0}"
59978.0,17609.0,2013-04-04 11:04:58.370,"[17609.0, 1233.0, 9719.0, 8563.0, 22150.0]","{8563.0: 0.0080213903743315516, 17609.0: 0.027027027027027029, 9719.0: 0.022058823529411766, 22150.0: 0.03614457831325301, 1233.0: 0.23076923076923078}"
60021.0,12958.0,2013-04-04 14:05:30.237,"[12958.0, 22752.0, 22717.0, 78106.0, 81035.0]","{22752.0: 0.41666666666666669, 78106.0: 1.0, 81035.0: 0.66666666666666663, 22717.0: 0.08771929824561403, 12958.0: 0.3125}"
60020.0,1325.0,2013-04-04 14:47:47.987,"[1325.0, 11062.0, 63857.0, 79266.0, 5515.0]","{63857.0: 1.0, 79266.0: 0.75, 5515.0: 0.59999999999999998, 1325.0: 0.0071684587813620072, 11062.0: 0.02030456852791878}"
60091.0,22787.0,2013-04-05 04:33:21.337,"[22787.0, 17320.0, 11062.0, 124.0, 36513.0]","{17320.0: 0.013636363636363636, 36513.0: 0.66666666666666663, 22787.0: 1.0, 124.0: 0.0080000000000000002, 11062.0: 0.015228426395939087}"
60117.0,7433.0,2013-04-05 11:38:23.167,"[7433.0, 59991.0, 42688.0, 74049.0, 57604.0]","{42688.0: 1.0, 7433.0: 0.0039215686274509803, 57604.0: 1.0, 74049.0: 1.0, 59991.0: 0}"
60170.0,18740.0,2013-04-05 19:13:01.497,"[18740.0, 7128.0, 89136.0, 89328.0, 20545.0]","{7128.0: 0.044117647058823532, 89136.0: 0, 18740.0: 0.031914893617021274, 89328.0: 0, 20545.0: 0.66666666666666663}"
60280.0,19945.0,2013-04-06 21:22:34.613,"[19945.0, 22856.0, 74.0, 22829.0, 43802.0]","{22856.0: 1.0, 19945.0: 0.079365079365079361, 74.0: 0.021367521367521368, 43802.0: 0.80000000000000004, 22829.0: 0.058139534883720929}"
60315.0,1492.0,2013-04-07 08:39:47.167,"[1492.0, 3099.0, 399.0, 22372.0, 44298.0]","{22372.0: 0.59999999999999998, 44298.0: 0.59999999999999998, 3099.0: 0.025000000000000001, 1492.0: 0.010460251046025104, 399.0: 0.047619047619047616}"
60370.0,22302.0,2013-04-07 21:44:59.807,"[22302.0, 75537.0, 23277.0, 56119.0, 80929.0]","{80929.0: 0.66666666666666663, 75537.0: 0.66666666666666663, 23277.0: 1.0, 22302.0: 0.10344827586206896, 56119.0: 0}"
60409.0,19976.0,2013-04-08 06:24:34.763,"[19976.0, 3998.0, 75202.0, 353.0, 8869.0]","{19976.0: 0.016339869281045753, 353.0: 0.029069767441860465, 75202.0: 0.7142857142857143, 8869.0: 0.66666666666666663, 3998.0: 0.03048780487804878}"
60422.0,1224.0,2013-04-08 11:32:09.240,"[1224.0, 17320.0, 17609.0, 6887.0, 4014.0]","{1224.0: 1.0, 17320.0: 0.022727272727272728, 6887.0: 0.5, 4014.0: 0.5, 17609.0: 0.045045045045045043}"
60437.0,17320.0,2013-04-08 14:43:17.467,"[17320.0, 17010.0, 17308.0, 23345.0, 65878.0]","{17320.0: 0.013636363636363636, 23345.0: 1.0, 17010.0: 0.12, 17308.0: 0.037499999999999999, 65878.0: 0.75}"
60690.0,7433.0,2013-04-10 19:54:06.097,"[7433.0, 1504.0, 17026.0, 353.0, 21757.0]","{1504.0: 0.0061728395061728392, 7433.0: 0.0039215686274509803, 17026.0: 0.125, 21757.0: 0.20000000000000001, 353.0: 0.0058139534883720929}"
60681.0,12613.0,2013-04-10 20:29:48.353,"[12613.0, 21944.0, 11625.0, 23051.0, 78310.0]","{21944.0: 0.098039215686274508, 11625.0: 0.11363636363636363, 23051.0: 1.0, 12613.0: 0.043859649122807015, 78310.0: 0.80000000000000004}"
60848.0,22623.0,2013-04-12 05:26:49.787,"[22623.0, 22365.0, 1492.0, 44857.0, 43981.0]","{44857.0: 0.66666666666666663, 43981.0: 0.66666666666666663, 1492.0: 0.0062761506276150627, 22365.0: 1.0, 22623.0: 0.59999999999999998}"
60868.0,10851.0,2013-04-12 11:48:00.483,"[10851.0, 36162.0, 1341.0, 25622.0, 58629.0]","{36162.0: 1.0, 10851.0: 0.0065359477124183009, 1341.0: 0.010869565217391304, 25622.0: 1.0, 58629.0: 0.66666666666666663}"
60925.0,1325.0,2013-04-12 17:02:40.877,"[1325.0, 79522.0, 41606.0, 9996.0, 76090.0]","{79522.0: 0.5, 76090.0: 0.5, 9996.0: 0.5, 1325.0: 0.0089605734767025085, 41606.0: 0.5}"
61073.0,4552.0,2013-04-14 16:14:32.057,"[4552.0, 78931.0, 43258.0, 36994.0, 82512.0]","{4552.0: 0.0089020771513353119, 82512.0: 0.59999999999999998, 43258.0: 1.0, 78931.0: 1.0, 36994.0: 1.0}"
61139.0,17320.0,2013-04-15 01:50:16.480,"[17320.0, 1236.0, 15936.0, 97.0, 26946.0]","{17320.0: 0.013636363636363636, 15936.0: 0.081081081081081086, 26946.0: 0.75, 1236.0: 0.0054945054945054949, 97.0: 0.028301886792452831}"
61174.0,5477.0,2013-04-15 12:24:49.453,"[5477.0, 17609.0, 5901.0, 9205.0, 17607.0]","{17609.0: 0.036036036036036036, 9205.0: 0.072727272727272724, 5477.0: 0.016949152542372881, 17607.0: 1.0, 5901.0: 0.19047619047619047}"
61165.0,23158.0,2013-04-15 14:37:05.347,"[23158.0, 21108.0, 10788.0, 42576.0, 28342.0]","{42576.0: 0.75, 10788.0: 0.044117647058823532, 21108.0: 0.081081081081081086, 28342.0: 0.66666666666666663, 23158.0: 0.15789473684210525}"
32422.0,6389.0,2013-04-16 09:00:28.420,"[6389.0, 4864.0, 3811.0, 1648.0, 7670.0]","{4864.0: 0.0062370062370062374, 1648.0: 0.10000000000000001, 3811.0: 0.014354066985645933, 6389.0: 0.016483516483516484, 7670.0: 0.015544041450777202}"
61280.0,2190.0,2013-04-17 12:39:45.993,"[2190.0, 2451.0, 1236.0, 10001.0, 10978.0]","{10001.0: 0.041095890410958902, 10978.0: 0.40000000000000002, 2451.0: 0.0083333333333333332, 1236.0: 0.0054945054945054949, 2190.0: 0.015957446808510637}"
61445.0,22494.0,2013-04-17 20:13:15.313,"[22494.0, 520.0, 10851.0, 3085.0, 23305.0]","{520.0: 0.0078125, 23305.0: 0.59999999999999998, 10851.0: 0.0098039215686274508, 3085.0: 0.25, 22494.0: 0.016304347826086956}"
61455.0,19976.0,2013-04-18 02:33:44.513,"[19976.0, 28729.0, 11062.0, 59724.0, 23469.0]","{19976.0: 0.0065359477124183009, 28729.0: 0.40000000000000002, 59724.0: 0.66666666666666663, 23469.0: 0.5, 11062.0: 0.01015228426395939}"
61436.0,1325.0,2013-04-18 09:26:32.157,"[1325.0, 10334.0, 12886.0, 58230.0, 33999.0]","{58230.0: 0.66666666666666663, 12886.0: 0.75, 1325.0: 0.0053763440860215058, 10334.0: 0.047619047619047616, 33999.0: 0.66666666666666663}"
61536.0,124.0,2013-04-19 00:46:57.823,"[124.0, 22399.0, 17320.0, 40284.0, 24309.0]","{17320.0: 0.013636363636363636, 40284.0: 1.0, 124.0: 0.0080000000000000002, 24309.0: 0.66666666666666663, 22399.0: 0.078947368421052627}"
61593.0,6389.0,2013-04-20 09:40:23.920,"[6389.0, 25917.0, 7363.0, 22372.0, 11658.0]","{11658.0: 0.59999999999999998, 7363.0: 0.59999999999999998, 22372.0: 0.59999999999999998, 6389.0: 0.027472527472527472, 25917.0: 0.625}"
61699.0,4552.0,2013-04-21 16:24:11.197,"[4552.0, 520.0, 22720.0, 1492.0, 52741.0]","{4552.0: 0.01483679525222552, 520.0: 0.013020833333333334, 22720.0: 1.0, 52741.0: 0.42857142857142855, 1492.0: 0.010460251046025104}"
61796.0,11062.0,2013-04-21 18:11:03.590,"[11062.0, 4646.0, 1325.0, 64186.0, 38547.0]","{64186.0: 1.0, 38547.0: 0.75, 4646.0: 0.060606060606060608, 11062.0: 0.02030456852791878, 1325.0: 0.0071684587813620072}"
25978.0,4646.0,2013-04-21 18:23:16.470,"[4646.0, 417.0, 64186.0, 38547.0, 16771.0]","{417.0: 0.11904761904761904, 64186.0: 0.80000000000000004, 38547.0: 0.59999999999999998, 16771.0: 0.5, 4646.0: 0.07575757575757576}"
61810.0,20250.0,2013-04-21 22:27:00.343,"[20250.0, 38216.0, 23107.0, 4552.0, 124.0]","{38216.0: 1.0, 4552.0: 0.002967359050445104, 20250.0: 0.025000000000000001, 23107.0: 0.011764705882352941, 124.0: 0.0026666666666666666}"
61899.0,1236.0,2013-04-22 16:42:50.277,"[1236.0, 24033.0, 24124.0, 24773.0, 4485.0]","{4485.0: 0.065217391304347824, 24033.0: 0.75, 1236.0: 0.0054945054945054949, 24773.0: 0.028301886792452831, 24124.0: 0.030927835051546393}"
61918.0,23473.0,2013-04-22 19:00:33.787,"[23473.0, 76931.0, 26969.0, 29679.0, 31440.0]","{29679.0: 1.0, 23473.0: 0.013043478260869565, 76931.0: 0.025423728813559324, 31440.0: 0.75, 26969.0: 0.0086455331412103754}"
61936.0,23389.0,2013-04-23 00:31:40.193,"[23389.0, 4552.0, 22334.0, 50753.0, 40329.0]","{4552.0: 0.0059347181008902079, 50753.0: 1.0, 23389.0: 0.012121212121212121, 22334.0: 0.016260162601626018, 40329.0: 1.0}"
61946.0,1325.0,2013-04-23 16:22:09.717,"[1325.0, 11062.0, 50790.0, 33964.0, 60766.0]","{60766.0: 0.5, 50790.0: 0.5, 33964.0: 0.5, 1325.0: 0.0071684587813620072, 11062.0: 0.02030456852791878}"
61884.0,23567.0,2013-04-25 01:16:06.947,"[23567.0, 51939.0, 72558.0, 58031.0, 36895.0]","{36895.0: 0.66666666666666663, 51939.0: 1.0, 58031.0: 1.0, 72558.0: 1.0, 23567.0: 0.034883720930232558}"
62177.0,3811.0,2013-04-25 13:21:03.203,"[3811.0, 23596.0, 26076.0, 22334.0, 63625.0]","{26076.0: 0.010230179028132993, 3811.0: 0.019138755980861243, 23596.0: 0.21052631578947367, 22334.0: 0.032520325203252036, 63625.0: 0.75}"
62513.0,22320.0,2013-04-28 06:26:39.853,"[22320.0, 21108.0, 31188.0, 1123.0, 77520.0]","{22320.0: 0.083333333333333329, 31188.0: 0.42857142857142855, 1123.0: 0.40000000000000002, 21108.0: 0.081081081081081086, 77520.0: 0.33333333333333331}"
14695.0,4552.0,2013-04-28 16:21:13.743,"[4552.0, 23680.0, 1631.0, 3540.0, 747.0]","{4552.0: 0.0059347181008902079, 23680.0: 1.0, 747.0: 1.0, 3540.0: 0.015503875968992248, 1631.0: 0.015037593984962405}"
62317.0,14202.0,2013-04-28 18:00:16.230,"[14202.0, 22320.0, 42576.0, 76540.0, 5905.0]","{22320.0: 0.1388888888888889, 42576.0: 0.80000000000000004, 14202.0: 0.03968253968253968, 76540.0: 0.59999999999999998, 5905.0: 0.5}"
62664.0,20250.0,2013-04-29 14:30:38.697,"[20250.0, 520.0, 9887.0, 9205.0, 11835.0]","{520.0: 0.0078125, 20250.0: 0.074999999999999997, 11835.0: 0.078947368421052627, 9205.0: 0.054545454545454543, 9887.0: 0.0097719869706840382}"
62669.0,23107.0,2013-04-29 18:59:50.667,"[23107.0, 19976.0, 16015.0, 2451.0, 11804.0]","{19976.0: 0.013071895424836602, 11804.0: 0.5, 23107.0: 0.047058823529411764, 2451.0: 0.011111111111111112, 16015.0: 0.21052631578947367}"
62694.0,23339.0,2013-04-30 06:30:54.050,"[23339.0, 35354.0, 16865.0, 66082.0, 35403.0]","{35403.0: 1.0, 16865.0: 1.0, 35354.0: 0.0050251256281407036, 23339.0: 0.0048780487804878049, 66082.0: 1.0}"
62755.0,5477.0,2013-04-30 07:43:11.857,"[5477.0, 22999.0, 23794.0, 8257.0, 68547.0]","{8257.0: 0.5, 23794.0: 1.0, 68547.0: 0.5, 5477.0: 0.0084745762711864406, 22999.0: 0.14285714285714285}"
62803.0,4646.0,2013-04-30 20:27:34.860,"[4646.0, 23389.0, 21341.0, 347.0, 11459.0]","{11459.0: 0.2857142857142857, 347.0: 0.0063091482649842269, 23389.0: 0.012121212121212121, 4646.0: 0.030303030303030304, 21341.0: 1.0}"
63164.0,21733.0,2013-05-03 13:51:54.123,"[21733.0, 16802.0, 7433.0, 23941.0, 27405.0]","{7433.0: 0.015686274509803921, 16802.0: 1.0, 27405.0: 0.59999999999999998, 21733.0: 0.18181818181818182, 23941.0: 1.0}"
63278.0,1325.0,2013-05-04 13:43:26.093,"[1325.0, 4552.0, 1492.0, 5701.0, 9833.0]","{4552.0: 0.0059347181008902079, 9833.0: 0.66666666666666663, 1492.0: 0.0041841004184100415, 1325.0: 0.0035842293906810036, 5701.0: 0.66666666666666663}"
63396.0,22150.0,2013-05-06 06:03:47.807,"[22150.0, 17308.0, 23905.0, 41986.0, 41415.0]","{23905.0: 0.33333333333333331, 41986.0: 1.0, 17308.0: 0.037499999999999999, 22150.0: 0.03614457831325301, 41415.0: 1.0}"
63557.0,20590.0,2013-05-06 21:58:56.267,"[20590.0, 43981.0, 44857.0, 58014.0, 57145.0]","{44857.0: 1.0, 57145.0: 1.0, 43981.0: 1.0, 20590.0: 0.1111111111111111, 58014.0: 1.0}"
63590.0,23473.0,2013-05-07 18:38:41.840,"[23473.0, 24157.0, 392.0, 41436.0, 28130.0]","{392.0: 0.025773195876288658, 23473.0: 0.021739130434782608, 28130.0: 0.5, 41436.0: 0.59999999999999998, 24157.0: 0.14705882352941177}"
63764.0,1492.0,2013-05-08 19:23:30.007,"[1492.0, 1236.0, 20497.0, 50596.0, 63186.0]","{1236.0: 0.003663003663003663, 63186.0: 0.66666666666666663, 50596.0: 0.66666666666666663, 1492.0: 0.0041841004184100415, 20497.0: 1.0}"
64012.0,9887.0,2013-05-10 01:49:38.627,"[9887.0, 11645.0, 76405.0, 31649.0, 76541.0]","{31649.0: 0.40000000000000002, 76541.0: 0.40000000000000002, 11645.0: 1.0, 76405.0: 0.42857142857142855, 9887.0: 0.016286644951140065}"
64146.0,1268.0,2013-05-11 06:45:32.563,"[1268.0, 10236.0, 1492.0, 24124.0, 62746.0]","{10236.0: 0.033707865168539325, 62746.0: 0.75, 1268.0: 0.012987012987012988, 1492.0: 0.0062761506276150627, 24124.0: 0.030927835051546393}"
63008.0,16114.0,2013-05-11 10:23:06.780,"[16114.0, 30041.0, 12226.0, 7011.0, 42020.0]","{30041.0: 1.0, 16114.0: 0.0625, 7011.0: 0.66666666666666663, 42020.0: 0.66666666666666663, 12226.0: 0.75}"
64206.0,21817.0,2013-05-11 14:44:18.517,"[21817.0, 23339.0, 31895.0, 6974.0, 45985.0]","{21817.0: 0.018181818181818181, 45985.0: 0.66666666666666663, 23339.0: 0.014634146341463415, 6974.0: 0.0085470085470085479, 31895.0: 0.012396694214876033}"
64232.0,24124.0,2013-05-11 16:45:58.663,"[24124.0, 1492.0, 21817.0, 958.0, 25393.0]","{1492.0: 0.0062761506276150627, 24124.0: 0.030927835051546393, 25393.0: 0.42857142857142855, 958.0: 0.5, 21817.0: 0.018181818181818181}"
64240.0,11625.0,2013-05-11 17:47:37.963,"[11625.0, 9887.0, 3447.0, 66.0, 26076.0]","{11625.0: 0.090909090909090912, 66.0: 0.03007518796992481, 3447.0: 0.44444444444444442, 26076.0: 0.010230179028132993, 9887.0: 0.013029315960912053}"
64356.0,4552.0,2013-05-12 22:50:09.010,"[4552.0, 8338.0, 23651.0, 24393.0, 6837.0]","{4552.0: 0.0089020771513353119, 24393.0: 0.66666666666666663, 8338.0: 0.01948051948051948, 23651.0: 0.10000000000000001, 6837.0: 0.66666666666666663}"
64197.0,1186.0,2013-05-13 09:20:48.793,"[1186.0, 56963.0, 45352.0, 79250.0, 10769.0]","{45352.0: 0.5, 10769.0: 0.5, 1186.0: 0.020408163265306121, 56963.0: 0.66666666666666663, 79250.0: 0.5}"
64555.0,14202.0,2013-05-14 14:32:37.197,"[14202.0, 70551.0, 24495.0, 22150.0, 73522.0]","{14202.0: 0.031746031746031744, 24495.0: 0.5, 73522.0: 1.0, 22150.0: 0.048192771084337352, 70551.0: 1.0}"
64661.0,24516.0,2013-05-15 13:41:48.740,"[24516.0, 58319.0, 45734.0, 69056.0, 68772.0]","{69056.0: 0.40000000000000002, 68772.0: 0.40000000000000002, 24516.0: 1.0, 45734.0: 0.42857142857142855, 58319.0: 0.5}"
64674.0,24124.0,2013-05-15 14:05:26.837,"[24124.0, 520.0, 24377.0, 78238.0, 57795.0]","{520.0: 0.010416666666666666, 24377.0: 0.80000000000000004, 57795.0: 0.5, 24124.0: 0.041237113402061855, 78238.0: 0.80000000000000004}"
64789.0,23339.0,2013-05-16 09:53:09.160,"[23339.0, 24519.0, 27651.0, 25775.0, 25378.0]","{27651.0: 0.66666666666666663, 25378.0: 0.5, 23339.0: 0.0097560975609756097, 25775.0: 0.66666666666666663, 24519.0: 1.0}"
64841.0,22334.0,2013-05-16 21:44:19.533,"[22334.0, 4552.0, 36423.0, 36376.0, 41948.0]","{4552.0: 0.011869436201780416, 36376.0: 0.40000000000000002, 41948.0: 0.40000000000000002, 22334.0: 0.032520325203252036, 36423.0: 0.40000000000000002}"
64949.0,520.0,2013-05-17 21:14:15.020,"[520.0, 4552.0, 26969.0, 21573.0, 22844.0]","{520.0: 0.005208333333333333, 4552.0: 0.0059347181008902079, 22844.0: 1.0, 21573.0: 1.0, 26969.0: 0.005763688760806916}"
65029.0,14105.0,2013-05-18 15:43:53.063,"[14105.0, 2525.0, 97.0, 55593.0, 1341.0]","{55593.0: 1.0, 14105.0: 0.012987012987012988, 1341.0: 0.010869565217391304, 2525.0: 0.0074074074074074077, 97.0: 0.018867924528301886}"
65082.0,22494.0,2013-05-19 03:17:47.560,"[22494.0, 35763.0, 27279.0, 82013.0, 7011.0]","{35763.0: 1.0, 7011.0: 0.40000000000000002, 82013.0: 0.42857142857142855, 22494.0: 0.02717391304347826, 27279.0: 0.625}"
65084.0,14202.0,2013-05-19 04:28:24.783,"[14202.0, 16779.0, 9887.0, 32169.0, 4426.0]","{32169.0: 0.40000000000000002, 14202.0: 0.03968253968253968, 16779.0: 1.0, 4426.0: 0.40000000000000002, 9887.0: 0.016286644951140065}"
65068.0,1172.0,2013-05-19 19:18:23.860,"[1172.0, 26505.0, 24691.0, 21023.0, 73277.0]","{26505.0: 0.41666666666666669, 24691.0: 1.0, 1172.0: 0.04065040650406504, 73277.0: 0.80000000000000004, 21023.0: 0.16666666666666666}"
65335.0,10851.0,2013-05-21 19:31:32.210,"[10851.0, 6389.0, 42020.0, 6089.0, 24116.0]","{6089.0: 0.027777777777777776, 10851.0: 0.0065359477124183009, 42020.0: 1.0, 6389.0: 0.01098901098901099, 24116.0: 0.011764705882352941}"
65524.0,74.0,2013-05-22 17:12:00.660,"[74.0, 24314.0, 661.0, 17584.0, 42688.0]","{17584.0: 0.040000000000000001, 42688.0: 1.0, 74.0: 0.0042735042735042739, 24314.0: 0.035714285714285712, 661.0: 0.006024096385542169}"
65637.0,1255.0,2013-05-23 18:02:31.393,"[1255.0, 42282.0, 20654.0, 29161.0, 9639.0]","{29161.0: 0.66666666666666663, 42282.0: 1.0, 9639.0: 0.66666666666666663, 20654.0: 0.75, 1255.0: 0.013215859030837005}"
65812.0,12623.0,2013-05-25 08:11:56.613,"[12623.0, 4552.0, 1492.0, 23654.0, 36262.0]","{4552.0: 0.01483679525222552, 1492.0: 0.010460251046025104, 36262.0: 0.5, 23654.0: 0.5, 12623.0: 0.059523809523809521}"
65964.0,7670.0,2013-05-26 14:40:19.187,"[7670.0, 14416.0, 1492.0, 5699.0, 3755.0]","{14416.0: 0.20000000000000001, 5699.0: 0.027777777777777776, 1492.0: 0.0041841004184100415, 3755.0: 1.0, 7670.0: 0.010362694300518135}"
66057.0,20779.0,2013-05-27 09:38:02.650,"[20779.0, 12623.0, 57780.0, 5477.0, 25378.0]","{25378.0: 1.0, 20779.0: 0.011494252873563218, 57780.0: 0.0046296296296296294, 5477.0: 0.0042372881355932203, 12623.0: 0.011904761904761904}"
66022.0,1341.0,2013-05-27 12:14:37.110,"[1341.0, 7670.0, 10236.0, 65154.0, 52082.0]","{65154.0: 0.66666666666666663, 10236.0: 0.033707865168539325, 1341.0: 0.016304347826086956, 7670.0: 0.015544041450777202, 52082.0: 0.66666666666666663}"
66092.0,1236.0,2013-05-27 14:20:17.083,"[1236.0, 2451.0, 23107.0, 1341.0, 6848.0]","{6848.0: 0.076923076923076927, 23107.0: 0.023529411764705882, 2451.0: 0.0055555555555555558, 1236.0: 0.003663003663003663, 1341.0: 0.010869565217391304}"
66128.0,392.0,2013-05-27 19:35:17.107,"[392.0, 25055.0, 12623.0, 47457.0, 46907.0]","{392.0: 0.015463917525773196, 47457.0: 1.0, 12623.0: 0.035714285714285712, 46907.0: 1.0, 25055.0: 1.0}"
66234.0,12240.0,2013-05-28 14:53:26.050,"[12240.0, 23158.0, 8007.0, 24142.0, 24791.0]","{12240.0: 0.14705882352941177, 24791.0: 0.053191489361702128, 24142.0: 0.038167938931297711, 23158.0: 0.26315789473684209, 8007.0: 0.03937007874015748}"
66498.0,1492.0,2013-05-30 18:59:56.367,"[1492.0, 24571.0, 6316.0, 14416.0, 75332.0]","{14416.0: 0.20000000000000001, 6316.0: 0.0068027210884353739, 75332.0: 1.0, 24571.0: 0.18181818181818182, 1492.0: 0.0041841004184100415}"
66600.0,4552.0,2013-05-31 18:23:14.860,"[4552.0, 12811.0, 10379.0, 43168.0, 9601.0]","{4552.0: 0.0059347181008902079, 43168.0: 0.5, 12811.0: 0.090909090909090912, 10379.0: 0.66666666666666663, 9601.0: 0.5}"
66773.0,22494.0,2013-06-02 03:20:34.993,"[22494.0, 1492.0, 14088.0, 44512.0, 15674.0]","{14088.0: 0.5714285714285714, 44512.0: 0.75, 15674.0: 0.75, 1492.0: 0.008368200836820083, 22494.0: 0.021739130434782608}"
66790.0,12613.0,2013-06-02 11:01:37.337,"[12613.0, 25293.0, 25331.0, 47457.0, 72207.0]","{72207.0: 1.0, 47457.0: 1.0, 25331.0: 0.073170731707317069, 12613.0: 0.026315789473684209, 25293.0: 0.59999999999999998}"
66743.0,19976.0,2013-06-02 18:51:31.683,"[19976.0, 4552.0, 10762.0, 14202.0, 41018.0]","{19976.0: 0.0065359477124183009, 4552.0: 0.0059347181008902079, 10762.0: 0.041666666666666664, 41018.0: 0.5, 14202.0: 0.015873015873015872}"
56496.0,25349.0,2013-06-03 10:07:27.240,"[25349.0, 1268.0, 9249.0, 56707.0, 75537.0]","{9249.0: 0.66666666666666663, 56707.0: 0.66666666666666663, 1268.0: 0.012987012987012988, 25349.0: 0.10714285714285714, 75537.0: 0.66666666666666663}"
67181.0,16464.0,2013-06-06 01:45:39.587,"[16464.0, 16689.0, 12563.0, 20731.0, 7466.0]","{16464.0: 0.20000000000000001, 16689.0: 0.040000000000000001, 7466.0: 0.2857142857142857, 12563.0: 0.12903225806451613, 20731.0: 0.061538461538461542}"
67271.0,23473.0,2013-06-06 14:58:15.830,"[23473.0, 9887.0, 1325.0, 4552.0, 82087.0]","{4552.0: 0.0059347181008902079, 23473.0: 0.0086956521739130436, 82087.0: 0.5, 1325.0: 0.0035842293906810036, 9887.0: 0.0065146579804560263}"
67582.0,9887.0,2013-06-10 11:43:39.727,"[9887.0, 26076.0, 36423.0, 36376.0, 41948.0]","{36376.0: 1.0, 41948.0: 1.0, 36423.0: 1.0, 26076.0: 0.0076726342710997444, 9887.0: 0.0097719869706840382}"
67756.0,11529.0,2013-06-12 12:50:37.323,"[11529.0, 1492.0, 14117.0, 53176.0, 37000.0]","{53176.0: 1.0, 11529.0: 0.046511627906976744, 37000.0: 0.66666666666666663, 1492.0: 0.0041841004184100415, 14117.0: 1.0}"
67826.0,4552.0,2013-06-12 15:01:30.657,"[4552.0, 9205.0, 21308.0, 26076.0, 97.0]","{4552.0: 0.011869436201780416, 26076.0: 0.010230179028132993, 21308.0: 0.065573770491803282, 9205.0: 0.072727272727272724, 97.0: 0.037735849056603772}"
67786.0,11933.0,2013-06-13 05:42:24.673,"[11933.0, 6312.0, 32461.0, 35997.0, 4948.0]","{6312.0: 1.0, 4948.0: 1.0, 35997.0: 1.0, 11933.0: 0.02, 32461.0: 1.0}"
67771.0,12798.0,2013-06-15 09:29:29.120,"[12798.0, 9887.0, 17609.0, 25833.0, 68899.0]","{68899.0: 1.0, 17609.0: 0.018018018018018018, 25833.0: 0.2857142857142857, 12798.0: 0.022727272727272728, 9887.0: 0.0065146579804560263}"
68200.0,2473.0,2013-06-16 02:06:58.017,"[2473.0, 36588.0, 11062.0, 3745.0, 43803.0]","{2473.0: 0.041666666666666664, 43803.0: 0.40000000000000002, 36588.0: 0.75, 11062.0: 0.015228426395939087, 3745.0: 0.40000000000000002}"
68108.0,24142.0,2013-06-17 10:38:43.027,"[24142.0, 1236.0, 9887.0, 5184.0, 50420.0]","{5184.0: 1.0, 50420.0: 1.0, 1236.0: 0.0018315018315018315, 24142.0: 0.0076335877862595417, 9887.0: 0.0032573289902280132}"
67957.0,2190.0,2013-06-17 15:20:22.080,"[2190.0, 2843.0, 57275.0, 73396.0, 29026.0]","{29026.0: 0.75, 2843.0: 0.0625, 73396.0: 1.0, 57275.0: 1.0, 2190.0: 0.021276595744680851}"
68381.0,1255.0,2013-06-17 20:39:45.847,"[1255.0, 520.0, 4552.0, 12810.0, 1492.0]","{520.0: 0.013020833333333334, 4552.0: 0.01483679525222552, 12810.0: 0.068493150684931503, 1492.0: 0.010460251046025104, 1255.0: 0.022026431718061675}"
